post_id,post_title,post_author,post_content,post_category,post_tags,post_type,post_status,is_featured,package_id,expire_date,geodir_video,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,geodir_timing,geodir_contact,geodir_email,geodir_website,geodir_twitter,geodir_facebook,geodir_video,geodir_special_offers,geodir_Staff,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE
2226,"Qvius Healing, Arts and Somiatric Wellness Center",1,"Ayurveda, Chiropractors, Craniosacral Therapy, Flower Essences, Herbology,  Homeopathy, Integrative Medicine, KinesiologyMassage Therapy, Naturopathy, NaturopathyNutrition, Reflexology, Traditional Chinese Medicine","Ayurveda,Chiropractors,Craniosacral Therapy,Flower Essences,Herbology,Homeopathy,Integrative Medicine,KinesiologyMassage Therapy,Naturopathy,NaturopathyNutrition,Reflexology,Traditional Chinese Medicine",,gd_healers,publish,,4,Never,,"760 Warm Springs Avenue",Boise,Idaho,"United States",83712,43.6091164820672,-116.186864073283,,208-342-4215,,,,,,,,,,,,
2225,"Crete Wellness Center",1,"Acupuncture, Chiropractors, Ear Coning, Energy Healing,  Integrative Medicine, Laser Therapy, Lymphatic Therapy, Massage, Therapy, MicroCurrent Naprapathy, Nutrition, Physical/Exercise Therapy, Reflexology, Reiki, Wellness Centers","Acupuncture,Chiropractors,Ear Coning,Energy Healing,Integrative Medicine,Laser Therapy,Lymphatic Therapy,Massage,MicroCurrent Naprapathy,Nutrition,Physical/Exercise Therapy,Reflexology,Reiki,Therapy,Wellness Centers",,gd_healers,publish,,4,Never,,"11244 W. LaPorte Rd.",Mokena,Illinois,"United States",60448,41.5271,-87.8955,,708-478-3818,,,,,,,,,,,,
2224,"Dr. Liangâs Clinic of Chinese Medicine, & Acupuncture,",1,"Acupressure, Acupuncture, Detoxification Foot Bath, Herbology,  MicroCurrent Nutrition, Reflexology, Traditional Chinese Medicine, Tui Na","Acupressure,Acupuncture,Detoxification Foot Bath,Herbology,MicroCurrent Nutrition,Reflexology,Traditional Chinese Medicine,Tui Na",,gd_healers,publish,,4,Never,,"211 Winton Blount Loop",Montgomery,Alabama,"United States",36117,32.3803560387354,-86.1729,,334-612-0969,,,,,,,,,,,,
2223,"AkashicLight Center for Akashic Studies and Meditation",1,"Channeling, Energy Healing,  Guided Imagery, Hypnotherapy, Integrative Medicine, Life Coaching, Meditation, Metaphysics, PSYCH-K, Psychotherapy, Reiki, Spiritual Counseling, Tai Chi,","Channeling,Energy Healing,Guided Imagery,Hypnotherapy,Integrative Medicine,Life Coaching,Meditation,Metaphysics,PSYCH-K,Psychotherapy,Reiki,Spiritual Counseling,Tai Chi",,gd_healers,publish,,4,Never,,"1581 Carol Sue Ave. Suite 211",Gretna,Louisiana,"United States",70056,29.9,-90.0423428571429,,504-392-3498,,,,,,,,,,,,
2222,"Herbs & Angels LLC",1,"Angel Readings, Animal Health, Channeling, Crystal Therapy, Energy Healing,  Guided Imagery, Hypnotherapy, Massage, Therapy, Meditation, Medium,  Metaphysics, Past Life Regression, Psychic, Reconnective Healing, Reflexology, Reiki, Shamanic Healing, Spiritual Counseling","Angel Readings,Animal Health,Channeling,Crystal Therapy,Energy Healing,Guided Imagery,Hypnotherapy,Intuitive / Psychic,Massage,Meditation,Medium,Metaphysics,Past Life Regression,Reconnective Healing,Reflexology,Reiki,Shamanic Healing,Spiritual Counseling,Therapy",,gd_healers,publish,,4,Never,,"1989 A Plainfield Pike","Johnston Rhode",Island,"United States",2919,41.8274,-71.5199,,401-383-2344,,,,,,,,,,,,
2221,"Rocky Mountain Acupuncture, & Wellness",1,"Acupressure, Acupuncture, Allergy Treatments, Aromatherapy, Color Therapy, Ear Coning, Energy Healing,  Flower Essences, Guided Imagery, Herbology,  KinesiologyLife Coaching, Meditation, Metaphysics, NAETReiki, Spiritual Counseling, Traditional Chinese Medicine","Acupressure,Acupuncture,Allergy Treatments,Aromatherapy,Color Therapy,Ear Coning,Energy Healing,Flower Essences,Guided Imagery,Herbology,KinesiologyLife Coaching,Meditation,Metaphysics,NAETReiki,Spiritual Counseling,Traditional Chinese Medicine",,gd_healers,publish,,4,Never,,"3595 S. Teller St. Suite 303",Lakewood,Colorado,"United States",80235,39.6500102040816,-105.0767,,303-232-8490,,,,,,,,,,,,
2220,"Herbs & Angels LLC",1,"Angel Readings, Animal Health, Channeling, Crystal Therapy, Energy Healing,  Guided Imagery, Hypnotherapy, Massage, Therapy, Meditation, Medium,  Metaphysics, Past Life Regression, Psychic, Reconnective Healing, Reflexology, Reiki, Shamanic Healing, Spiritual Counseling","Angel Readings,Animal Health,Channeling,Crystal Therapy,Energy Healing,Guided Imagery,Hypnotherapy,Intuitive / Psychic,Massage,Meditation,Medium,Metaphysics,Past Life Regression,Reconnective Healing,Reflexology,Reiki,Shamanic Healing,Spiritual Counseling,Therapy",,gd_healers,publish,,4,Never,,"1989 A Plainfield Pike","Johnston Rhode",Island,"United States",2919,41.8274,-71.5199,,401-383-2344,,,,,,,,,,,,
2219,"Lenox Healing, Medical PC",1,"Acupressure, Acupuncture, Addiction Treatments, Ayurveda, Biofeedback, Bioidentical Hormones, Breathwork, Detoxification Foot Bath, Energy Clearing, Guided Imagery, Herbology,  Hypnotherapy, Integrative Medicine, Life Coaching, Magnetic Therapy,  Massage, Therapy, Meditation, Naturopathy, NaturopathyNHRT,  Nutrition, Past Life Regression, Stone Massage","Acupressure,Acupuncture,Addiction Treatments,Ayurveda,Biofeedback,Bioidentical Hormones,Breathwork,Detoxification Foot Bath,Energy Clearing,Guided Imagery,Herbology,Hypnotherapy,Integrative Medicine,Life Coaching,Magnetic Therapy,Massage,Meditation,Naturopathy,NaturopathyNHRT,Nutrition,Past Life Regression,Stone Massage,Therapy",,gd_healers,publish,,4,Never,,"194 Riverside Boulevard","New York","New York","United States",10069,40.7781642857143,-73.9887102040816,,212-580-0900,,,,,,,,,,,,
2218,"Alpha Motivation Institute",1,"Energy Healing,  Guided Imagery, Healing, Touch, ,Hypnotherapy, Integrative Medicine, Medical Intuitive Meditation, Metaphysics, Naturopathy, NaturopathyNutrition, Past Life Regression, Psychotherapy, Reflexology, Reiki, Spiritual Counseling, Therapeutic Touch, Traditional Chinese Medicine, Wellness Centers","Energy Healing,Guided Imagery,Healing,Hypnotherapy,Integrative Medicine,Medical Intuitive Meditation,Metaphysics,Naturopathy,NaturopathyNutrition,Past Life Regression,Psychotherapy,Reflexology,Reiki,Spiritual Counseling,Therapeutic Touch,Touch,Traditional Chinese Medicine,Wellness Centers",,gd_healers,publish,,4,Never,,"4664 Jamestown Ave Suite 140-C","Baton Rouge",Louisiana,"United States",70808,30.4209934745053,-91.1381258253862,,225-924-0604,,,,,,,,,,,,
2217,"Dr. Fiquet Hanna Duckworth D.O.M.",1,"Acupressure, Acupuncture, Allergy Treatments, Biofeedback, Bioidentical Hormones, Blood Chemistry Analysis, Energy Healing,  Herbology,  Homeopathy, Integrative Medicine, Myofascial Release, NAETNeurofeedback, NHRT,  Nutrition, Shiatsu, Traditional Chinese Medicine, Wellness Centers","Acupressure,Acupuncture,Allergy Treatments,Biofeedback,Bioidentical Hormones,Blood Chemistry Analysis,Energy Healing,Herbology,Homeopathy,Integrative Medicine,Myofascial Release,NAETNeurofeedback,NHRT,Nutrition,Shiatsu,Traditional Chinese Medicine,Wellness Centers",,gd_healers,publish,,4,Never,,"1510 S. St. Francis Dr.","Santa Fe","New Mexico","United States",87505,35.6639791094555,-105.9564,,505-982-9626,,,,,,,,,,,,
2216,"Natural Health Centre",1,"Energy Healing,  Guided Imagery, Hair Analysis, Herbology,  Homeopathy, Integrative Medicine, KinesiologyLife Coaching, Lymphatic Therapy, Magnetic Therapy,  Massage, Therapy, Meditation, Naturopathy, NaturopathyNHRT,  Nutrition, Spiritual Counseling, Wellness Centers","Energy Healing,Guided Imagery,Hair Analysis,Herbology,Homeopathy,Integrative Medicine,KinesiologyLife Coaching,Lymphatic Therapy,Magnetic Therapy,Massage,Meditation,Naturopathy,NaturopathyNHRT,Nutrition,Spiritual Counseling,Therapy,Wellness Centers",,gd_healers,publish,,4,Never,,"30100 Crown Valley Pkwy Suite 35","Laguna Niguel",California,"United States",92677,33.5265,-117.7114,,949-218-8788,,,,,,,,,,,,
2215,"Alpha Motivation Institute",1,"Energy Healing,  Guided Imagery, Healing, Touch, ,Hypnotherapy, Integrative Medicine, Medical Intuitive Meditation, Metaphysics, Naturopathy, NaturopathyNutrition, Past Life Regression, Psychotherapy, Reflexology, Reiki, Spiritual Counseling, Therapeutic Touch, Traditional Chinese Medicine, Wellness Centers","Energy Healing,Guided Imagery,Healing,Hypnotherapy,Integrative Medicine,Medical Intuitive Meditation,Metaphysics,Naturopathy,NaturopathyNutrition,Past Life Regression,Psychotherapy,Reflexology,Reiki,Spiritual Counseling,Therapeutic Touch,Touch,Traditional Chinese Medicine,Wellness Centers",,gd_healers,publish,,4,Never,,"4664 Jamestown Ave Suite 140-C","Baton Rouge",Louisiana,"United States",70808,30.4209934745053,-91.1381258253862,,225-924-0604,,,,,,,,,,,,
2214,"Florida College of Integrative Medicine",1,"Acupressure, Acupuncture, Chiropractors, Distance Healing, Energy Healing,  Herbology,  Homeopathy, Integrative Medicine, Massage, Therapy, Naturopathy, NaturopathyOsteopathy, Reiki, Remote Healing, Sclerology, Shiatsu, Tai Chi, , Traditional Chinese Medicine, Tui Na","Acupressure,Acupuncture,Chiropractors,Distance Healing,Energy Healing,Herbology,Homeopathy,Integrative Medicine,Massage,Naturopathy,NaturopathyOsteopathy,Reiki,Remote Healing,Sclerology,Shiatsu,Tai Chi,Therapy,Traditional Chinese Medicine,Tui Na",,gd_healers,publish,,4,Never,,"7100 Lake Ellenor Dr.",Orlando,Florida,"United States",32809,28.4632748326427,-81.4015625836786,,407-888-8689,,,,,,,,,,,,
2213,"Advanced Theta Practitioner",1,"Addiction Treatments, Allergy Treatments, Angel Readings, Animal Communicator, Animal Health, Art Therapy, Astrological Counseling, Biofeedback, Channeling, Craniosacral Therapy, Distance Healing, Ear Coning, EFT/TFT, Emotion Code, Energy Clearing, Energy Healing,  EPFX/QXCI/SCIO Guided Imagery, Hypnotherapy, Integrative Medicine, KinesiologyLife Coaching, Matrix Energetics Medical Intuitive Meditation, Medium,  Metaphysics, Myofascial Release, Neurofeedback, Nutrition, Polarity Therapy, Psychic, Psychotherapy, Reconnective Healing, Reiki, Remote Healing, Shamanic Healing, Sound Therapy, Spiritual Counseling, The Healing Codes, Theta Healing, Wellness Centers, Yuen Method","Addiction Treatments,Allergy Treatments,Angel Readings,Animal Communicator,Animal Health,Art Therapy,Astrological Counseling,Biofeedback,Channeling,Craniosacral Therapy,Distance Healing,Ear Coning,EFT/TFT,Emotion Code,Energy Clearing,Energy Healing,EPFX/QXCI/SCIO Guided Imagery,Hypnotherapy,Integrative Medicine,Intuitive / Psychic,KinesiologyLife Coaching,Matrix Energetics Medical Intuitive Meditation,Medium,Metaphysics,Myofascial Release,Neurofeedback,Nutrition,Polarity Therapy,Psychotherapy,Reconnective Healing,Reiki,Remote Healing,Shamanic Healing,Sound Therapy,Spiritual Counseling,The Healing Codes,Theta Healing,Wellness Centers,Yuen Method",,gd_healers,publish,,4,Never,,"5201 Seminole Blvd Suite Three","Saint Petersburg",Florida,"United States",33708,27.8176,-82.8011,,727-678-0557,,,,,,,,,,,,
2212,"Whole Health Center",1,"Acupressure, Acupuncture, Allergy Treatments, Bioidentical Hormones, Channeling, Chiropractors, Colon Therapy, Detoxification Foot Bath, Ear Coning, Energy Healing,  Feng Shui, Hypnotherapy, Integrative Medicine, KinesiologyLight Therapy, Magnetic Therapy,  Massage, Therapy, Medical Intuitive Medium,  NAETNaturopathy, NaturopathyNutrition, Past Life Regression, Psychic, Psychotherapy, Reiki, Traditional Chinese Medicine, Wellness Centers, Yuen Method","Acupressure,Acupuncture,Allergy Treatments,Bioidentical Hormones,Channeling,Chiropractors,Colon Therapy,Detoxification Foot Bath,Ear Coning,Energy Healing,Feng Shui,Hypnotherapy,Integrative Medicine,Intuitive / Psychic,KinesiologyLight Therapy,Magnetic Therapy,Massage,Medical Intuitive Medium,NAETNaturopathy,NaturopathyNutrition,Past Life Regression,Psychotherapy,Reiki,Therapy,Traditional Chinese Medicine,Wellness Centers,Yuen Method",,gd_healers,publish,,4,Never,,"9075 Forsstrom Drive","Lone Tree",Colorado,"United States",80124,39.5512,-104.8855,,303-470-1995,,,,,,,,,,,,
2211,"New Day Hypnotherapy, LLC",1,"Guided Imagery, Hypnotherapy, Life Coaching, Meditation, Neuro-Linguistic Programming, Past Life Regression, TAT","Guided Imagery,Hypnotherapy,Life Coaching,Meditation,Neuro-Linguistic Programming,Past Life Regression,TAT",,gd_healers,publish,,4,Never,,"6811 Shawnee Mission Parkway","Overland Park",Kansas,"United States",66202,39.0149,-94.664901010101,,913-908-6907,,,,,,,,,,,,
2210,"Alabama Oriental Medical Arts",1,"Allergy Treatments, Herbology,  Traditional Chinese Medicine","Allergy Treatments,Herbology,Traditional Chinese Medicine",,gd_healers,publish,,4,Never,,"603 37th Street South",Birmingham,Alabama,"United States",35222,33.5183761578843,-86.7773,,205-324-6003,,,,,,,,,,,,
2209,"The Center for Advanced Medicine",1,"Allergy Treatments, Bioidentical Hormones, BioMeridian Testing, Blood Chemistry Analysis, Chelation Therapy, Chiropractors, Colon Therapy, Craniosacral Therapy, Holistic Dentistry, Homeopathy, Integrative Medicine, KinesiologyLymphatic Therapy, Massage, Therapy, Myofascial Release, NAETNHRT,  Nutrition, Osteopathy, Thermography","Allergy Treatments,Bioidentical Hormones,BioMeridian Testing,Blood Chemistry Analysis,Chelation Therapy,Chiropractors,Colon Therapy,Craniosacral Therapy,Holistic Dentistry,Homeopathy,Integrative Medicine,KinesiologyLymphatic Therapy,Massage,Myofascial Release,NAETNHRT,Nutrition,Osteopathy,Therapy,Thermography",,gd_healers,publish,,4,Never,,"4403 Manchester Ave. Suite 107",Encinitas,California,"United States",92024,33.0356921822512,-117.239269272583,,760-632-9042,,,,,,,,,,,,
2208,"Renewed Health Associates",1,"Acupressure, Aromatherapy, Ayurveda, Biofeedback, Colon Therapy, Detoxification Foot Bath, Ear Coning, Emotion Code, Flower Essences, Hair Analysis, Homeopathy, Iridology, Light Therapy, Lymphatic Therapy, Naturopathy, NaturopathyReams Testing, Thermography, Wellness Centers","Acupressure,Aromatherapy,Ayurveda,Biofeedback,Colon Therapy,Detoxification Foot Bath,Ear Coning,Emotion Code,Flower Essences,Hair Analysis,Homeopathy,Iridology,Light Therapy,Lymphatic Therapy,Naturopathy,NaturopathyReams Testing,Thermography,Wellness Centers",,gd_healers,publish,,4,Never,,"30320 Rancho Viejo Rd Ste 102","San Juan Capistrano",California,"United States",92675,33.5221705920738,-117.665516473659,,949-275-8380,,,,,,,,,,,,
2207,"Healing, Alternatives",1,"Acupressure, Acupuncture, Allergy Treatments, Bioidentical Hormones, Blood Chemistry Analysis, Detoxification Foot Bath, Energy Healing,  Flower Essences, Hair Analysis, Herbology,  Homeopathy, Integrative Medicine, KinesiologyLymphatic Therapy, Massage, Therapy, Myofascial Release, Naturopathy, NaturopathyNeurofeedback, NHRT,  Nutrition, Past Life Regression, Shamanic Healing, Thermography, Traditional Chinese Medicine, Wellness Centers","Acupressure,Acupuncture,Allergy Treatments,Bioidentical Hormones,Blood Chemistry Analysis,Detoxification Foot Bath,Energy Healing,Flower Essences,Hair Analysis,Herbology,Homeopathy,Integrative Medicine,KinesiologyLymphatic Therapy,Massage,Myofascial Release,Naturopathy,NaturopathyNeurofeedback,NHRT,Nutrition,Past Life Regression,Shamanic Healing,Therapy,Thermography,Traditional Chinese Medicine,Wellness Centers",,gd_healers,publish,,4,Never,,"125 West Pineview St. Suite 1009","Altamonte Springs",Florida,"United States",32714,28.6802,-81.3901285714286,,407-682-7111,,,,,,,,,,,,
2206,"Manhattan Hypnosis",1,"Guided Imagery, Hypnotherapy, Life Coaching, Neuro-Linguistic Programming, Past Life Regression, Spiritual Counseling","Guided Imagery,Hypnotherapy,Life Coaching,Neuro-Linguistic Programming,Past Life Regression,Spiritual Counseling",,gd_healers,publish,,4,Never,,"750 Thrid Ave Suite 933","New York","New York","United States",10017,40.7538480368799,-73.9724036442559,,917-923-6772,,,,,,,,,,,,
2205,"Crete Wellness Center",1,"Acupuncture, Chiropractors, Ear Coning, Energy Healing,  Integrative Medicine, Laser Therapy, Lymphatic Therapy, Massage, Therapy, MicroCurrent Naprapathy, Nutrition, Physical/Exercise Therapy, Reflexology, Reiki, Wellness Centers","Acupuncture,Chiropractors,Ear Coning,Energy Healing,Integrative Medicine,Laser Therapy,Lymphatic Therapy,Massage,MicroCurrent Naprapathy,Nutrition,Physical/Exercise Therapy,Reflexology,Reiki,Therapy,Wellness Centers",,gd_healers,publish,,4,Never,,"1395-B Main St. Suite B",Crete,Illinois,"United States",60417,41.4429,-87.631,,708-672-6744,,,,,,,,,,,,
2204,Thriveology,1,"Bioidentical Hormones, Blood Chemistry Analysis, Breathwork, Chelation Therapy, Chiropractors, Craniosacral Therapy, Energy Healing,  Feng Shui, Healing, Touch, ,Herbology,  Homeopathy, Integrative Medicine, Jin Shin Jyutsu, Massage, Therapy, Matrix Energetics Meditation, Metaphysics, Myofascial Release, Naturopathy, NaturopathyNHRT,  Nutrition, Reiki, Somatic Therapy, Traditional Chinese Medicine, Tui Na, Wellness Centers, Yoga","Bioidentical Hormones,Blood Chemistry Analysis,Breathwork,Chelation Therapy,Chiropractors,Craniosacral Therapy,Energy Healing,Feng Shui,Healing,Herbology,Homeopathy,Integrative Medicine,Jin Shin Jyutsu,Massage,Matrix Energetics Meditation,Metaphysics,Myofascial Release,Naturopathy,NaturopathyNHRT,Nutrition,Reiki,Somatic Therapy,Therapy,Touch,Traditional Chinese Medicine,Tui Na,Wellness Centers,Yoga",,gd_healers,publish,,4,Never,,"7120 E. Hampden Ave. Suite B",Denver,Colorado,"United States",80224,39.6529,-104.907551851852,,303-636-0000,,,,,,,,,,,,
2203,"New Genesis Health with The Green Herb and Cass Chiropractic",1,"Blood Chemistry Analysis, Chiropractors, Herbology,  Massage, Therapy, Nutrition, Wellness Centers","Blood Chemistry Analysis,Chiropractors,Herbology,Massage,Nutrition,Therapy,Wellness Centers",,gd_healers,publish,,4,Never,,"4565 Kipling St.","Wheat Ridge",Colorado,"United States",80033,39.7800582089552,-105.1098,,303-421-9900,,,,,,,,,,,,
2202,"Eastern School of Acupuncture, and Traditional Medicine",1,"Herbology,  Massage, Therapy, Nutrition, Tai Chi, , Traditional Chinese Medicine, Tui Na","Herbology,Massage,Nutrition,Tai Chi,Therapy,Traditional Chinese Medicine,Tui Na",,gd_healers,publish,,4,Never,,"427 Bloomfield Ave. 3rd Floor","Montclair New",Jersey,"United States",7042,40.8133113461757,-74.2164440265077,,973-746-2848,,,,,,,,,,,,
2201,"Whole Health Center",1,"Acupressure, Acupuncture, Allergy Treatments, Bioidentical Hormones, Channeling, Chiropractors, Colon Therapy, Detoxification Foot Bath, Ear Coning, Energy Healing,  Feng Shui, Hypnotherapy, Integrative Medicine, KinesiologyLight Therapy, Magnetic Therapy,  Massage, Therapy, Medical Intuitive Medium,  NAETNaturopathy, NaturopathyNutrition, Past Life Regression, Psychic, Psychotherapy, Reiki, Traditional Chinese Medicine, Wellness Centers, Yuen Method","Acupressure,Acupuncture,Allergy Treatments,Bioidentical Hormones,Channeling,Chiropractors,Colon Therapy,Detoxification Foot Bath,Ear Coning,Energy Healing,Feng Shui,Hypnotherapy,Integrative Medicine,Intuitive / Psychic,KinesiologyLight Therapy,Magnetic Therapy,Massage,Medical Intuitive Medium,NAETNaturopathy,NaturopathyNutrition,Past Life Regression,Psychotherapy,Reiki,Therapy,Traditional Chinese Medicine,Wellness Centers,Yuen Method",,gd_healers,publish,,4,Never,,"4260 S. Wadsworth Blvd.",Littleton,Colorado,"United States",80123,39.616,-105.0694,,303-980-4260,,,,,,,,,,,,
2200,"Dr. James E. Miles FAM CTN ND",1,"Acupressure, Ayurveda, Chelation Therapy, Craniosacral Therapy, EFT/TFT, Energy Healing,  Healing, Touch, ,Herbology,  Homeopathy, Iridology, KinesiologyLife Coaching, Massage, Therapy, Medical Intuitive Naturopathy, NaturopathyNutrition, Reflexology, Therapeutic Touch, Traditional Chinese Medicine, Wellness Centers","Acupressure,Ayurveda,Chelation Therapy,Craniosacral Therapy,EFT/TFT,Energy Healing,Healing,Herbology,Homeopathy,Iridology,KinesiologyLife Coaching,Massage,Medical Intuitive Naturopathy,NaturopathyNutrition,Reflexology,Therapeutic Touch,Therapy,Touch,Traditional Chinese Medicine,Wellness Centers",,gd_healers,publish,,4,Never,,"1811 N. Austin Avenue Suite 203",Georgetown,Texas,"United States",78626,30.6600522420629,-97.668438434135,,512-868-9867,,,,,,,,,,,,
2199,"Arlington Chiropractic Clinic PC",1,"Acupressure, Acupuncture, Allergy Treatments, Bioidentical Hormones, Blood Chemistry Analysis, Chiropractors, Integrative Medicine, NHRT,  Nutrition, Wellness Centers","Acupressure,Acupuncture,Allergy Treatments,Bioidentical Hormones,Blood Chemistry Analysis,Chiropractors,Integrative Medicine,NHRT,Nutrition,Wellness Centers",,gd_healers,publish,,4,Never,,"1702 W. Campbell St.","Arlington Heights",Illinois,"United States",60005,42.0827,-88.0038013422819,,847-259-4493,,,,,,,,,,,,
2198,"Holistic Osteopathic Physician",1,"Allergy Treatments, Bioidentical Hormones, Craniosacral Therapy, Flower Essences, Herbology,  Homeopathy, Integrative Medicine, Lymphatic Therapy, Myofascial Release, NHRT,  Nutrition, Osteopathy, Wellness Centers","Allergy Treatments,Bioidentical Hormones,Craniosacral Therapy,Flower Essences,Herbology,Homeopathy,Integrative Medicine,Lymphatic Therapy,Myofascial Release,NHRT,Nutrition,Osteopathy,Wellness Centers",,gd_healers,publish,,4,Never,,"71 Walnut Road","Glen Cove","New York","United States",11542,40.8688,-73.6199,,516-671-5017,,,,,,,,,,,,
2197,"The Way To Balance",1,"Acupressure, Aromatherapy, Color Therapy, Craniosacral Therapy, Crystal Therapy, Distance Healing, Ear Coning, Energy Healing,  Guided Imagery, Hypnotherapy, Light Therapy, Lymphatic Therapy, Massage, Therapy, Medical Intuitive Myofascial Release, Nutrition, Past Life Regression, Remote Healing, Shiatsu, Somatic Therapy, Sound Therapy, Spiritual Counseling, Stone Massage, Water Therapy, Wellness Centers","Acupressure,Aromatherapy,Color Therapy,Craniosacral Therapy,Crystal Therapy,Distance Healing,Ear Coning,Energy Healing,Guided Imagery,Hypnotherapy,Light Therapy,Lymphatic Therapy,Massage,Medical Intuitive Myofascial Release,Nutrition,Past Life Regression,Remote Healing,Shiatsu,Somatic Therapy,Sound Therapy,Spiritual Counseling,Stone Massage,Therapy,Water Therapy,Wellness Centers",,gd_healers,publish,,4,Never,,"21 Water St. FL 2",Amesbury,Massachusetts,"United States",1913,42.8572576649614,-70.9295405076738,,978-834-0341,,,,,,,,,,,,
2196,"San Diego Fertility Acupuncture,",1,"Acupressure, Acupuncture, Energy Healing,  Herbology,  Integrative Medicine, Nutrition, Traditional Chinese Medicine, Tui Na, Wellness Centers","Acupressure,Acupuncture,Energy Healing,Herbology,Integrative Medicine,Nutrition,Traditional Chinese Medicine,Tui Na,Wellness Centers",,gd_healers,publish,,4,Never,,"1991 Village Park Way Suite 203 B",Encinitas,California,"United States",92024,33.056,-117.2599,,888-341-1511,,,,,,,,,,,,
2195,AIWP,1,"Acupressure, Addiction Treatments, Distance Healing, EFT/TFT, Energy Clearing, Energy Healing,  Guided Imagery, Hypnotherapy, Integrative Medicine, KinesiologyLife Coaching, Meditation, Metaphysics, Neuro-Linguistic Programming, Past Life Regression, Psychotherapy, Reiki, Remote Healing, Spiritual Counseling, TAT, Wellness Centers","Acupressure,Addiction Treatments,Distance Healing,EFT/TFT,Energy Clearing,Energy Healing,Guided Imagery,Hypnotherapy,Integrative Medicine,KinesiologyLife Coaching,Meditation,Metaphysics,Neuro-Linguistic Programming,Past Life Regression,Psychotherapy,Reiki,Remote Healing,Spiritual Counseling,TAT,Wellness Centers",,gd_healers,publish,,4,Never,,"5001 Birch St.","Newport Beach",California,"United States",92660,33.6668693331868,-117.859401411147,,949-250-1423,,,,,,,,,,,,
2194,"Quantum Biofeedback",1,"Acupressure, Allergy Treatments, Biofeedback, Bioidentical Hormones, BioMeridian Testing, Color Therapy, Distance Healing, Energy Clearing, Energy Healing,  Homeopathy, Matrix Energetics Meditation, Neuro-Linguistic Programming, Neurofeedback, NHRT,  Nutrition, Remote Healing, Spiritual Counseling, Wellness Centers","Acupressure,Allergy Treatments,Biofeedback,Bioidentical Hormones,BioMeridian Testing,Color Therapy,Distance Healing,Energy Clearing,Energy Healing,Homeopathy,Matrix Energetics Meditation,Neuro-Linguistic Programming,Neurofeedback,NHRT,Nutrition,Remote Healing,Spiritual Counseling,Wellness Centers",,gd_healers,publish,,4,Never,,"447 S. Robertson Blvd. Suite 203A","Beverly Hills",California,"United States",90211,34.0717,-118.3838,,310-888-1177,,,,,,,,,,,,
2193,"Pathway to New Beginnings",1,"Hypnotherapy, Past Life Regression, Reiki, Theta Healing","Hypnotherapy,Past Life Regression,Reiki,Theta Healing",,gd_healers,publish,,4,Never,,"2620 S Parker Rd. Suite 370",Aurora,Colorado,"United States",80014,39.6705396039599,-104.865379246925,,303-596-6929,,,,,,,,,,,,
2192,"Possibilities Hypnosis Center",1,"Guided Imagery, Hypnotherapy, Life Coaching, Meditation, Past Life Regression","Guided Imagery,Hypnotherapy,Life Coaching,Meditation,Past Life Regression",,gd_healers,publish,,4,Never,,"1460 Fall River Ave #6",Seekonk,Massachusetts,"United States",2771,41.7877213960169,-71.3184317325187,,508-336-4242,,,,,,,,,,,,
2191,"Alt Med Services",1,"Biofeedback, Craniosacral Therapy, Electro-dermal Screening, Herbology,  Homeopathy, Lymphatic Therapy, Massage, Therapy, Naturopathy, NaturopathyNutrition, Therapeutic Touch","Biofeedback,Craniosacral Therapy,Electro-dermal Screening,Herbology,Homeopathy,Lymphatic Therapy,Massage,Naturopathy,NaturopathyNutrition,Therapeutic Touch,Therapy",,gd_healers,publish,,4,Never,,"8035 Black Hawk Rd. Suite 3","Black Hawk","South Dakota","United States",57718,44.1578,-103.3136,,605-343-2682,,,,,,,,,,,,
2190,"New York College of Traditional Chinese Medicine",1,"Herbology,  Traditional Chinese Medicine","Herbology,Traditional Chinese Medicine",,gd_healers,publish,,4,Never,,"155 First St",Mineola,"New York","United States",11501,40.7426298299352,-73.6385869290084,,516-739-1545,,,,,,,,,,,,
2189,"Dr. Gary Wiele DDS",1,"Holistic Dentistry","Holistic Dentistry",,gd_healers,publish,,4,Never,,"950 Francis Place Suite 311",Clayton,Missouri,"United States",63105,38.6395,-90.3458,,314-726-2265,,,,,,,,,,,,
